HabroleptoidesDensity,ProtonemuraDensity,AthripsodesDensity,HabroleptoidesDetProb,ProtonemuraDetProb,AthripsodesDetProb
0.00806987032206306,5.70127964959489e-09,1.40204551148817e-14,0.356576404737073,1.8431183792689e-06,2.52305666581823e-13
0.0121854725258544,3.6284140631428e-11,1.01955372432578e-13,0.963201682512485,1.39491764157592e-07,1.32411703253683e-10
0.478376670485627,0.000561287805767546,2.05033368775154e-14,0.999283517253424,0.722758942180417,3.99673078252906e-11
41.3189972869627,0.000460396795504784,2.88247387945646e-12,0.999998359491899,0.905390861856876,3.1616509426402e-08
0.00278891385235672,6.91680760735962e-10,1.62789150187896e-14,0.877425025772651,2.93946733311278e-06,2.70198162878335e-11
17.8436309980962,0.000230412930577712,5.68665060148761e-14,0.999998692320163,0.922337048502743,2.07768000526179e-09
1014.68807701618,2.9150472392238e-12,4.06867401435948e-06,0.999997218139116,3.07683730007188e-09,0.000560608908688407
6.34233639066596,0.00752953297247891,3.45611533854292e-16,0.999967076111709,0.97665029121569,1.45574283584817e-12
1.64457091294001,3.79119227735921e-10,6.95620320234549e-11,0.9999500853645,7.27178506858602e-06,5.7229157090134e-07
2.08242214855618e-06,4.44237456273316e-19,7.43297372574926e-09,0.0101218023558798,2.737206125378e-15,2.99937585017779e-05
3.88517578947547e-07,4.6957969397373e-13,7.27591429896321e-10,0.00179292537194178,2.47126533967801e-09,3.00721334986058e-06
0.24953401818531,9.33453709877182e-13,6.91108158711947e-15,0.99917137249355,5.2837252348232e-09,2.9127903863526e-11
0.00187560167856612,3.10628090393298e-06,6.08039081680305e-06,0.956728167248566,0.0384427107012,0.0622952811181737
0.803679440148484,4.87258088220763e-11,4.88925984404742e-16,0.999627514599225,2.42055287046667e-07,1.15812652970728e-12
0.0605545103084737,1.25157946115544e-13,2.14689411222834e-07,0.999373806298396,4.67381322520256e-09,0.00416904505967625
0.000473726329003919,6.51607119574775e-10,1.06277312299697e-06,0.01055103728676,1.04760658606372e-07,4.37196004855628e-06
61.296506997282,0.000888369966703315,2.6361765532684e-12,0.999998731335956,0.93846099704962,2.64080800818466e-08
2.83470298247905,3.00790747208441e-10,2.54438495677715e-11,0.999982675681302,9.87663497687138e-06,3.4277716326137e-07
0.405535282149522,0.00233827843480599,4.80393471272919e-16,0.999264638879163,0.917470384124251,1.18960235944155e-12
5.77891612411896e-12,1.17068203896597e-15,7.77086814453349e-08,4.24894521625201e-07,1.1925041800949e-10,0.00429177061740535
73.0719692942088,0.000871784132341471,2.09592614128414e-12,0.999999490486276,0.964259303080485,4.98055643619614e-08
0.0267084768465825,7.80851602320679e-05,3.59298938587386e-14,0.810293223132734,0.0454684929088236,1.80598577548129e-12
0.00100372370667995,4.11754925623834e-07,1.80376799763941e-14,0.82439373391276,0.00222358018467198,7.43621806785936e-11
0.000778169783030469,3.61470630905699e-10,2.65621669240951e-12,0.947585864634573,1.09558736296337e-05,4.90371368229533e-08
3.02451110161565e-13,1.11098925585647e-15,1.24687756298271e-07,4.10247910812652e-09,3.06158550768945e-11,0.000915560862957226
0.001614021351812,1.35000927859432e-17,2.18972001582785e-09,0.857904834144425,5.49980540481733e-14,7.60847641757552e-06
0.000216378536614608,2.29643647478137e-10,5.69058909230877e-08,0.0453843509120404,1.73330250689031e-07,4.30217725162692e-06
3.73332131605803e-08,1.20060455116584e-08,5.36456637740479e-06,0.00010597291208775,5.73595236222028e-05,0.00961688987682329
1.23215051385994,6.06795238301827e-11,1.4091237812562e-10,0.999978006026848,2.77473392993807e-06,4.31952904673468e-06
1.05755729142702e-11,1.39887530258307e-15,9.79534860608431e-08,1.38560524144252e-06,2.1068538168851e-10,0.0112492753131701
0.0742065124608186,2.71649235810073e-12,1.69510955351229e-15,0.996187240346617,1.03421423531548e-08,5.57845913662961e-12
61.5060193537466,0.00144146424446947,1.82260905003844e-12,0.99999821381859,0.947894297022869,1.25073507964976e-08
0.226235287265256,2.35286889530446e-14,2.07421621177891e-08,0.99980682359013,7.20005285271173e-10,0.00036887453610597
0.000156489158633985,1.81633352803194e-05,2.05051254620581e-16,0.385252067066857,0.0919919238063413,6.16630443564055e-13
0.013958616747404,5.14600452273654e-20,4.32829229407211e-16,0.977759888893764,2.50601801972707e-16,9.3530794743262e-13
0.0213864944240041,1.62624420490906e-11,1.14153947419894e-13,0.987834029548143,8.11241147386403e-08,3.42285579851806e-10
8.49344035344826e-12,5.65225885115655e-15,2.06039591120118e-07,2.83033920831759e-07,2.39188742509631e-10,0.00555372045903212
7.07739583176783e-14,8.69199011277144e-18,5.71921986775472e-08,1.1437956366427e-09,1.50292937393685e-13,0.000871094464383985
0.345753085968703,2.70710611580022e-10,1.65755711555509e-10,0.999880137110649,8.96047756144906e-06,3.04257493726955e-06
1.21848968219484,1.68431010836651e-09,3.51439255988643e-15,0.999630519080917,3.8989275394876e-06,7.52712819596204e-12
6.8088811901082e-05,9.87065781223846e-06,5.59296526828002e-16,0.0415707814207235,0.0156203148026023,1.60045606184104e-13
6.33699090287556e-12,2.2989793549887e-15,2.00439824833497e-07,6.83639253676989e-07,3.48787606052159e-10,0.0158480129113021
1.39101821329586e-11,6.33283344408891e-15,1.90493376069371e-07,9.98749393613971e-08,8.56674720822658e-11,0.000790393619656485
6.13247212415048e-14,7.15755197746837e-18,8.42329267743077e-08,1.28673686809126e-08,1.7046750095116e-12,0.015593501015191
65.9324039436422,0.0011114850250013,1.60238658926103e-12,0.999988452995076,0.795654571390109,9.01352977758666e-10
2.60876883099557e-12,2.57655762925817e-14,1.06164500380663e-07,4.10376893594217e-08,7.36917929176231e-10,0.0009950488855411
2.23791321007961e-05,4.95174720341955e-16,0.9394659677864,0.404917674065562,2.53408275215788e-11,0.999945093451436
6.24446108370248e-12,5.64439159821231e-15,9.00880028788657e-08,9.99512351154286e-07,1.03666706869532e-09,0.0126415571765319
0.594954729707682,3.94500364226724e-09,1.30989659553867e-08,0.994013339933785,3.28238112229829e-06,1.42176605356604e-06
2.91064017027552e-11,8.14194323536243e-15,6.21880617104241e-09,5.694168095378e-07,1.61023778666909e-10,0.000120508130312059
1.25008149375715e-14,4.92814650564975e-16,0.28554835856909,4.02270810680915e-10,2.09803259418898e-11,0.999861401783589
1.34251547457092,9.40658035359944e-20,2.77924702750647e-06,0.999834883469843,4.87343434729274e-16,0.0109979906041304
4.91152961180571e-06,7.25186205033563e-15,1.21922037761086,0.186773003240563,3.89500541303973e-10,0.999980228357682
2.00640898219271e-05,7.8134303381715e-15,0.471277687402664,0.506090222447612,5.54558817417036e-10,0.99994477786844
0.176125804419172,1.06544984439055e-05,1.23943526459136e-15,0.998726658457311,0.0626209831373707,4.10624774138612e-12
2.33251067677554e-05,2.4465035981822e-15,0.556145681525652,0.268663407768979,7.40940522408673e-11,0.999799115484862
3.96690216482287e-05,3.10978111126396e-16,0.873156069491218,0.854985120688441,5.19803763563018e-11,0.999991470725634
2.07437095564178e-08,4.21283390024982e-15,94.1436058055602,0.000149426026563183,3.73998841086722e-11,0.999998233939664
1.74476805856128e-06,2.2740398497325e-14,1.40011457921771,0.185012186014311,3.28257795834512e-09,0.999993994963801
1.93840887862854e-06,4.42363618900596e-14,1.61669501909222,0.226310741457675,7.29845279886402e-09,0.999995572251595
0.150532639035403,0.000111847285349378,1.62343972529163e-14,0.998611146080774,0.406389433309017,6.25797981197193e-11
1.60992764974478e-05,6.54662476226935e-15,0.777750365756938,0.222214781384545,1.46966793808855e-10,0.999911228292975
1.9296992686397e-06,5.70461214747287e-07,4.36350341423215e-10,0.130669755480017,0.0549031739604043,2.69589027475514e-05
1.71973533704047e-07,4.04522476548744e-06,1.11841063653928e-09,0.00918683006783539,0.201829701519282,5.30591449605356e-05
0.12634957933285,0.000323880368791925,2.0262867350019e-14,0.997539295005083,0.531592394823244,6.02435254820068e-11
3.91814539945583e-07,2.14532481743114e-06,7.74192890263377e-10,0.0263889890976831,0.173685321190692,3.96374046622818e-05
2.53729418676184e-06,8.18214200269864e-08,6.21703811716008e-10,0.0679542730432746,0.00379275964826867,1.17766841005397e-05
0.00339643800738978,1.11144162016829e-17,5.23368620989796e-09,0.915797942139358,4.0334652458325e-14,1.50410888610331e-05
0.00574895476123654,3.19828835899599e-10,8.86417664486694e-15,0.952543623843264,1.5831409534071e-06,2.28866210140647e-11
7.56414698880296e-06,1.4707886426043e-08,6.32437042499342e-10,0.201337222846767,0.000501159585840523,2.06680716596352e-05
8.72660491998519e-07,4.12517600405512e-06,3.7534204359718e-10,0.033156134969951,0.159955207887001,1.28340416564225e-05
2.84158102811415e-07,8.16537283593796e-06,7.70886316184615e-10,0.0338570479879062,0.542080920369824,8.26551691246855e-05
3.30351865640078e-08,8.20659539137437e-05,1.80658501168111e-09,0.00188738494979185,0.848082635298594,8.90673377702165e-05
4.69948172311881e-08,3.10405609597605e-06,1.39505535337258e-09,0.00952720977262904,0.408181175450207,0.000265901095785932
0.000138283022174264,1.35885832176111e-15,0.257948309927292,0.77828987149308,3.47708032180267e-11,0.999846255660883
3.05061439946084e-05,4.14554173289999e-15,0.522330545863607,0.699145581627515,3.97778897744292e-10,0.999969318889108
2.2019811586003e-15,2.3948909998703e-14,0.151289332824689,2.5544168363828e-10,3.06593520655663e-09,0.999937957964658
1.69702912910532e-08,0.000102354268742409,1.91089551327331e-09,0.000744695041370566,0.835098419711293,7.56904502923955e-05
0.00226056461392345,8.67544945385507e-12,6.05503154979616e-14,0.905086697925855,5.16036151602842e-08,1.89777186193105e-10
0.00119597150229049,5.31004892821756e-10,1.07060213775455e-07,0.817100177186277,2.89301954987492e-06,0.000288497796994338
0.273686681637012,0.00200920137671019,4.36939975065188e-14,0.99882852712285,0.869677433131228,1.28790911294399e-10
0.0268400489649812,3.85602249429432e-14,3.49028202662993e-13,0.995601816033324,5.38160944204646e-10,1.90452763073574e-09
0.000333640468361897,2.37198396872793e-16,3.19319038516314e-09,0.521512898441848,1.26333206372203e-12,6.8362055669287e-06
3.99616253680966,1.69785067624567e-12,2.11230319748165e-05,0.999939229942373,9.91883755290876e-09,0.0603959532446099
2.8078032783974,5.4626402825255e-15,4.84420690330159e-06,0.999883629065719,2.48615919893848e-11,0.0104085132961714
0.0402778853653379,1.43520823080329e-16,2.62018284941217e-09,0.995442249522845,9.75702432854717e-13,1.16850104616697e-05
0.0732681495479352,6.4004075668182e-13,4.00941847182213e-09,0.994087400491279,2.6018303714684e-09,5.61204784091205e-06
1.05434307469137e-14,4.32861866779512e-16,0.260828936671257,1.38168954252299e-09,6.16170049723139e-11,0.999968576323503
0.00257715510981972,1.25356907501925e-05,1.30797641555039e-06,0.991525811429078,0.474836195816197,0.0382756231503141
4.93898725862143e-07,7.2829521519365e-06,6.92231347217408e-10,0.0203963799061173,0.274829043075059,2.43247115372972e-05
7.11697627458184e-05,6.50621877896775e-05,1.32916837263505e-10,0.179209142955515,0.177034647869525,3.82210132897567e-07
0.0145578983171027,5.6930471658203e-09,1.440614273259e-07,0.985992005223603,3.26181409450683e-05,0.000601099575441207
1.21133398495898,4.64598850480596e-13,4.30921584049936e-05,0.999783797206183,2.57306761727898e-09,0.106550156200371
4.74692062868662e-15,1.35838638156618e-15,0.307648084984665,8.26475648660913e-10,2.47272280279976e-10,0.999980598585997
0.000841984184036603,2.38764779878787e-06,3.14419046174905e-16,0.609221264597651,0.00862519155291285,3.24242999374623e-13
0.376467686192363,0.0129752941132911,5.16474400209713e-12,0.9989923197832,0.982415250594866,8.89130353805077e-09
0.393268463210755,4.56146833331751e-05,1.56244010804355e-14,0.999040532193161,0.11366981926868,3.92753257008298e-11
4.06525694717902e-07,7.97699028810081e-06,1.11157245199049e-09,0.0456156937619333,0.5248828407676,0.000113425093332722
2.83498090534664e-08,0.00018901171760636,1.82071168029018e-09,0.00206404747603926,0.935086468565999,0.000127897166021138
6.67676551509684e-06,1.19326653162982e-07,5.62503015850617e-10,0.0626389090624754,0.00124604957267312,5.42120415803191e-06
6.30499950586349e-06,6.04280317663187e-15,8.52936932128143e-16,0.000706568704929941,2.73785305688577e-12,2.86067801598717e-14
5.01476777230191e-15,1.21143796850962e-15,0.313614195914453,4.30503879400653e-10,1.24753198084191e-10,0.999956531460646
4.55523088765948e-20,9.11681268317168e-27,3.38947576421931e-36,1.60103883393131e-16,3.45812765067534e-23,1.11533073159793e-32
0.00362091195854818,2.83995085031325e-10,2.17604630579571e-06,0.969809331156875,3.38266069469784e-06,0.01474342416357
0.0761972216928492,1.0190628997941e-08,1.06887444010088e-06,0.999278588857659,0.000251961498924096,0.0146726372556671
0.00738345650926167,8.98093482540493e-09,2.99079269296317e-07,0.970765492055137,4.64803643623749e-05,0.00118983287702883
1.53104244531049e-05,4.29572027114162e-07,1.46460742028005e-10,0.414524939049636,0.0228536150162786,5.88135664499377e-06
0.394330380604876,0.0124430384201979,5.39739473525665e-12,0.999132123287179,0.983148648541246,1.04620452027208e-08
4.06311555681826e-06,1.50161535616508e-06,4.15605188027417e-10,0.211854014852029,0.10298572910411,2.42610469342582e-05
0.047192299926468,6.39522375275148e-05,2.24358389020812e-14,0.98711568205287,0.165498229224818,2.08156834029272e-11
0.000714815836292274,1.03409064940704e-14,4.39571224540162e-09,0.297809514590083,1.57517508927947e-11,1.15431721809362e-06
0.00502535009424673,1.19880064885428e-08,5.46873621872126e-06,0.989039364736721,0.000285119551065052,0.0714908298725893
0.000514966512057983,6.86682476783586e-08,2.78620405485809e-15,0.458564154029571,0.000220746682039593,2.56673720527176e-12
6.78816935210658e-05,8.11520032687877e-08,1.70220027340308e-10,0.821915018348555,0.00661046662578224,9.84266587995197e-06
0.0371879019626272,9.55807598756432e-05,8.64990574679763e-15,0.97872965135005,0.204509584553152,5.46980875743649e-12
0.0121979276013686,5.15876224820264e-12,4.821742295668e-16,0.971865533149152,2.28897621698124e-08,9.26183424130801e-13
0.00239416125572819,2.93376283963942e-05,1.28249360891534e-06,0.973546837325038,0.458454645364897,0.0113082147420712
8.19145484705814e-15,2.7783507564172e-16,0.471480852473032,5.11611592567029e-10,1.81660136380431e-11,0.999964670392943
0.00245602673559676,0.000169720012663535,8.55344086180545e-11,0.670465617117192,0.242917917668131,3.47216667236994e-08
0.0329430786806739,3.04923698651711e-08,1.03666342882312e-07,0.993170214603963,0.000153074297820378,0.000409228245168674
0.148059751627194,0.000170071069297357,5.9679582470397e-12,0.994775509541097,0.324347287855002,3.88974956041843e-09
5.45237944014553e-15,2.85432620805159e-16,0.445622547233974,5.58691326437424e-10,3.85803441186078e-11,0.999972176411076
0.000334045496331258,1.87922461046568e-07,1.1240963179553e-05,0.488249124795798,0.00133525323166835,0.0143753334098979
0.228212188979531,0.000167558640377087,9.44446527680788e-11,0.998007105699395,0.47169703567149,9.62490694288471e-08
0.89870811272369,8.3955854606526e-12,4.25089723458328e-05,0.998640684411759,1.54731089897612e-08,0.0169171229791086
0.489784608661283,1.73627460661026e-10,1.44510826868087e-05,0.999928281460482,6.25146024207226e-06,0.251361013520715
5.994336060561e-05,2.32833810017653e-08,2.97284136286403e-10,0.75373248951737,0.00161357392191577,1.16394890132237e-05
0.210757018556409,6.47187251025527e-08,2.96714035145867e-08,0.998592001505424,0.000332226977493991,6.92848406434413e-05
0.0478816147048719,7.6651556918536e-14,9.05365580724269e-14,0.987490091864075,2.58217151499498e-10,8.0470163885806e-11
0.00157597433791483,1.8531350952211e-08,2.30472523226997e-07,0.777530161129187,6.57874011998418e-05,0.000340168739484352
0.152374189364552,7.31616625941925e-05,6.28778877371112e-13,0.996773987498024,0.255337557848274,6.17972973353315e-10
0.215646738483402,1.58708869120166e-08,1.60344193248141e-08,0.997551824592845,5.80966567248659e-05,1.71037712931809e-05
6.5181796005221e-05,1.15735584313408e-08,3.48436349993163e-10,0.677929105658284,0.000384115475637314,1.09850862938545e-05
0.0323611184988635,0.000389831815732544,1.65870647611375e-14,0.943698003508873,0.34990154486081,3.6808755378708e-12
0.00304316636917462,1.13246138032267e-11,4.02473571072409e-14,0.938970039507605,6.80563164812939e-08,1.75238561855157e-10
0.00451202784764813,0.000186463115201371,5.00675754524652e-12,0.620928078137861,0.171646354823787,6.90981837153877e-10
0.221117189515423,1.98455866848211e-14,9.16974154242951e-11,0.998830885437494,1.08415760051344e-10,2.62624832525879e-07
0.0131926969003479,2.46889055534608e-06,4.48585590680889e-06,0.982494651404494,0.0135966501713705,0.0148632777871668
0.117830340918601,1.0404729499229e-06,2.19483245416644e-14,0.99695890795856,0.00498629151595754,3.79979193794757e-11
0.0132572053840382,5.3105527863845e-05,1.87984896414106e-14,0.985181056125574,0.24181085832184,8.06621699448844e-11
0.0196758533338884,6.39213408222198e-11,1.10757660419573e-09,0.982828658965134,2.91931414550821e-07,2.18153928932837e-06
0.0134810525765433,1.39407860824721e-12,6.62464944721545e-09,0.954984327728437,4.35037879917243e-09,5.76804428903924e-06
0.000100886394799147,1.25239657616204e-09,1.66994370029872e-07,0.281418206149793,6.64352555555455e-06,0.000494642135889906
1.87836510513501e-05,1.74480007096005e-07,4.95049495932383e-10,0.624072219885971,0.0183962859343626,3.69625833556716e-05
0.00341493694041335,4.25536697750051e-05,9.84140894280261e-07,0.984674602506696,0.559752126145392,0.01226175825741
6.31814550453772e-15,3.72052912705509e-16,0.21098446849899,2.30618514540509e-10,1.5664080704123e-11,0.999853115506591
0.0601354837917219,5.21928090007764e-05,2.28765660862556e-14,0.983096989183427,0.104153752691366,1.07562621138175e-11
0.0620272691472079,1.08290919955249e-08,2.0720654934839e-08,0.995799233656187,6.30066775526839e-05,5.50576024197995e-05
0.0372538550978697,2.76065296047231e-14,1.01347220003249e-13,0.997654324037222,4.12841963527287e-10,9.16235733742047e-10
0.00175339117301484,7.89131014800152e-05,8.30837106465142e-11,0.73254484543216,0.190174227867799,7.43435321231512e-08
0.246775300075373,0.00361674166998961,1.11407387651582e-11,0.906261961376171,0.425106073814459,1.04623322250776e-10
0.00449122453074352,1.75509411597613e-10,2.28113960104371e-14,0.951935173402768,8.82018393612641e-07,8.9845521254485e-11
0.261342497776227,0.0295305182605622,9.02602910414415e-12,0.994803178845486,0.980951153026365,3.12331634508795e-09
0.111730862736514,0.000239318062377265,6.20568352814348e-13,0.996082437081704,0.548681772908599,7.05340472275261e-10
0.0283834252731949,9.3699916102546e-06,2.57621770767742e-06,0.992029274447888,0.050300859181674,0.00898834472321249
0.0195426641316818,0.00359003889930252,6.37413761598472e-11,0.934268567865679,0.72550491818833,4.587347083679e-08
0.00449677235006659,3.18903301499383e-05,1.29896011050841e-06,0.995690266827187,0.696118977403457,0.0475745527960212
0.000158586838953592,3.15137793845563e-05,1.32709958537346e-07,0.899255594276915,0.681070572544182,0.00632214419928122
8.37886230267038e-05,0.463084027714052,4.39196228331083e-12,0.824643661958937,0.999969390275092,2.02286817155687e-07
